Wrist Flexors~33~7~Forearm (Inner),Hand Flexors~Flexor Digitorum Superficialis,Flexor Digitorum Profundus  4 Heads,Flexor Carpi Radialis,Flexor Carpi Ulnaris,Palmaris Longus,Flexor Pollicis Longus~~The triarticulate [1] and biarticulate [2, 3, 4, 5, 6 ] wrist flexor muscles may independently enter passive insufficiency through the completion of one of 4 eccentric joint movements (opposite movements of the wrist, fingers, thumb, elbow) when an adjacent joint eccentric movement is sustained. The triarticulate and biarticulate wrist flexor muscles [1, 2, 3, 4, 5, 6 ] may independently enter active insufficiency through the completion of one of 4 concentric joint movements (movements of the wrist, fingers, thumb, elbow) when an adjacent joint concentric movement is sustained.The Palmaris Longus is absent on one or both sides in about 21% of people.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqdR78IriIcOlEColC0lqsThoODFWuxf21p-nSp9KlypmAlyv4mNp5xQwr6LQ&amp;s
Wrist Extensors~11~3~Forearm (outer or back),Hand Extensors~Extensor Digitorum,Extensor Carpi Radialis Longus,Extensor Carpi Radialis Brevis,Extensor Carpi Ulnaris,Extensor Indicis,Extensor Digiti Minimi,Entensor Pollicis Longus,Extensor Pollicis Brevis~~The triarticulate [1] and biarticulate [2, 3, 4, 5, 6, 7, 8 ] wrist extensor muscles may independently enter passive insufficiency through the completion of one of 4 eccentric joint movements (opposite movements of the wrist, fingers, thumb, elbow) when an adjacent joint eccentric movement is sustained. The triarticulate and biarticulate wrist extensor muscles may independently enter active insufficiency through the completion of one of 4 concentric joint movements (movements of the wrist, fingers, thumb, elbow) when an adjacent joint concentric movement is sustained.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2jzCGEaZZINfdnCPnF4ECZlKzIUiCn9QG7TUy7gbJPYJnM625Iz003kDRPA&amp;s
Pronators~12~3~~~~~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2mpWOZz-nky7a7imRx3qQkYOkqddaKTjS_ye2YrqQqKLoW6kav-vhtURJ0JM&amp;s
Supinators~13~3~~~~~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrnOOz7umMdSjsY-jYIGYFhV8f3fBsKPZXTnVr1-XRCr0FDPmPn2jZGJUDbw&amp;s
General Back~14~4~~~~~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6ZstVvQjK4Ypff1VFIxUMD5h4g-oJ7PeRb7GgmjQMDpD3nBNCI1zsIuq31A&amp;s
Trapezius Upper~15~4~Shoulder (Upper),Upper Traps~Upper Fibers (1 of 3)  Part I,Part II,Middle Fibers,Lower Fibers~Levator Scapulae~Johnson (1994) argues that the essentially transverse orientation of the upper and middle fibres of the trapezius precludes any action as elevators of the scapula as commonly depicted. Instead, the action of these fibres is to raise the scapula by rotating the clavicle about the sternoclavicular joint or to draw the scapula and clavicle backward.The biarticulate cranial fibers of the upper trapezius [1 ] enters passive insufficiency through the completion of scapula depression when the neck is flexed, laterally flexed and rotated to the opposite side or through the completion of neck flexion, lateral flexion and rotation when the opposite scapula is depressed. The biarticulate cranial fibers of the upper trapezius [1 ] enters active insufficiency through the completion of scapula elevation when the neck is extended, laterally flexed and rotated to the same side or through the completion of neck hyperextension, laterally flexion and rotation when the scapula is elevated to the same side.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOJQfaBdL_vM_yUZNDsF7uH0SbfrTopKVSOMKcHiS629zrGIzo0P3TsoC8L_0&amp;s
Trapezius Middle~16~4~Back (Upper),Traps~Middle Fibers (1 of 3),Upper Fibers,Lower Fibers~Rhomboids~Johnson (1994) argues that the essentially transverse orientation of the upper and middle fibres of trapezius precludes any action as elevators of the scapula as commonly depicted. Instead, the action of these fibres is to raise the scapula by rotating the clavicle about the sternoclavicular joint or to draw the scapula and clavicle backwards.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlQnRG8Tin76ODPPoC2FfLZxBsLkHaF47Il2UpK74fjXAHPT6919chUie3LzQ&amp;s
Trapezius Lower~17~4~Back (Middle),Lower Traps~Lower Fibers (1 of 3),Upper Fibers,Middle Fibers~Rhomboids~The lower trapezius is important for shoulder function due to its mobility and posturing of the scapula. Lower trapezius activity is typically relatively low at angles less than 90° of scapular abduction, abduction, and flexion, and then increases exponentially from 90° to 180°. Exercises that result in a greater lower trapezius to upper trapezius ratio included shoulder external rotation at 0° abduction and prone horizontal abduction at 90° abduction with shoulder externally rotated (McCabe RA et al, 2007; Cools AM et al, 2003).~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQe0vTRHi70Kf3wvCxfKCO9oo6KVNdELhA4AZKKXLr7Oq3by-gua34zsJn0ZA&amp;s
Levator Scapulae~18~4~Shoulder (Upper),Neck (Rear)~Levator Scapulae~Trapezius, Upper FibersRhomboids~The Levator Scapulae holds the scapula against the trunk.The biarticulate levator scapulae enters passive insufficiency through the completion of scapula depression and upward rotation when the neck is laterally flexed and rotated to the opposite side or through the completion of neck lateral flexion and rotation when the opposite scapula is depressed and rotated upward. The biarticulate levator scapulae enters active insufficiency through the completion of scapula elevation and downward rotation when the neck is laterally flexed and rotated to the same side or through the completion of neck lateral flexion and rotation when the scapula is elevated and rotated downward to the same side.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRm6J4qD_XoGohhdYIuWPJrZx1TbAW04Wflfls0YZokBwEcjBTaQr-aDNG0Y3w&amp;s
Rhomboids~19~4~Back (Middle)~Rhomboids Minor,Rhomboids Major~TrapeziusMiddle FibersLower Fibers~The Rhomboids holds the scapula against the thoracic wall.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXbrRSP2IYcZtp_il7xfwgwViavsJBER7b9po2xLXDPUdZxAEQu-y1tNfGOg&amp;s
Subscapularis~20~4~Rotator Cuff,Back~Superior,Middle,Inferior~Supraspinatus,Infraspinatus,Teres Minor~All heads of subscapularis have their largest internal rotation moment arm (approximately 2.5 cm) and torque generation at 0° abduction. As the abduction angle increases, moment arms of inferior and middle heads stay relatively constant, while moment arm of superior head progressively decreases until it is about 1.3 cm at 60° shoulder abduction (Otis JC, et al. 1994). However, no significant difference in upper subscapularis activity was observed during shoulder internal rotation exercises at 0°, 45°, or 90° adduction (Kadaba MP, et al. 1992; Decker MJ, et al. 2003).The literature is mixed and inconclusive as to what position to perform internal rotation exercises (0° versus 90° adduction). However, it is interesting to note greater assistance of other muscles (Pectoralis Major, Latissimus Dorsi, and Teres Major) when performing shoulder internal rotation exercises at 0° as opposed to 90° shoulder abduction (Decker MJ, et al. 2003).Subscapularis also generates abduction torque during arm elevation, particularly superior head when shoulder is externally rotated (Otis JC, et al. 1994). Subscapularis has peak abductor moment arm of 1 cm at 0° abduction, with a gradual decrease to 0 cm at 60° abduction in neutral rotation (Liu J et al. 1997).~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDLjac-GCg5keZrbywylaerSjKEUVmA_LDBKpZnixk3xFGZ77-RrkCvoyChw&amp;s
General Chest~21~5~~~~~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjJZz-qSZKX1MzDXXZ3iECMG7Jp9XQ2hyZCZHbR4w8r722vJDKEJ46R4tJMU4&amp;s
Pectoralis Major Sternal~22~5~Chest,Lower Pecs~Sternal Head (1 of 2 )~Pectoralis Minor~The sternal head of the pectoralis major is a stronger shoulder transverse flexor (shoulder internally rotated) than transverse adductor (shoulder externally rotated). It is a stronger shoulder adductor when the shoulder is internally rotated. It is also a stronger shoulder extensor when the shoulder is internally rotated. Incidentally, the sternal head of the pectoralis major does not extend the shoulder beyond anatomical position (shoulder hyperextension).The biarticulate sternal head of the pectoralis major enters passive insufficiency through the completion of shoulder transverse extension or transverse abducted when the shoulder girdle is more retracted or through the completion of shoulder abduction when the scapula is more rotated upward and elevated. The biarticulate sternal head of the pectoralis major enters active insufficiency</a> through the completion of <a href="../Articulations/Shoulder#TransverseFlexion">shoulder transverse flexion</a> or <a href="../Articulations/Shoulder#Transverse">transverse adduction</a> when the shoulder girdle is more <a href="../Articulations/Scapula#Protraction">protracted</a> or through the completion of shoulder adduction when the scapula is more <a href="../Articulations/Scapula#Downward">rotated downward</a> and <a href="../Articulations/Scapula#Depression">depressed</a>.</p>~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR16T71yOEtTcLlGEsn1fgdV-ZhgqQMAz_f0UXfiCnF5f_akoSzkAdjs8UycA&amp;s
Pectoralis Major Clavicular~23~5~Chest (Upper),Upper Pecs~Clavicular Head (1 of 2 )~Pectoralis Minor,Deltoid, Anterior~~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR16T71yOEtTcLlGEsn1fgdV-ZhgqQMAz_f0UXfiCnF5f_akoSzkAdjs8UycA&amp;s
Pectoralis Minor~24~5~Chest,Shoulder~3 Heads,Pectoralis MajorClavicular HeadSternal Head~Serratus Anterior~~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5J_GFTcLynha4FG3fhg2XzB9pl5jSHjqfGnOfzYPicRWAzP0WVK3zT8t0vw&amp;s
Serratus Anterior~25~5~Serratus Magnus,Boxer&#39;s Muscle~Digitations  Superior,Inferior (Longer)~Pectoralis Minor,Rhomboids~The serratus anterior holds scapula against thoracic wall. A winged scapula condition indicates weakness of serratus anterior.They also help stabilize scapula during shoulder internal and external rotation when shoulder is 90° abduction (Ekstom RA, et al. 2003; Myers JB, et al. 2005)~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-Bap-s-_GVEk3y6ML1xI4V3agfjMWwN1oLZ2uNMXFdmBrmPkh5orM9lfp8dY&amp;s
Rectus Abdominis~26~6~Waist (Belly),Abdominal,Abs~Rectus Abdominis~Obliques~Rectus abdominis controls the tilt of the pelvis and curvature of the lower spine. It also tilts pelvis forward improving the mechanical positioning of the erector spinae. See abdominal weakness.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRw64AWWjFWEkgsaNdx_v89sXrP1KKcVVF9l2l5KmjdrpGG0N6hnMRKup09Iw&amp;s
Transverse Abdominis~27~6~Transverse Abs~Transverse Abdominis~Rectus Abdominis,Obliques~Also known as Transversus Abdominus. The Obliques and the Transversus Abdominis increase the intra-abdominal pressure necessary for the support of the vertebral column in exercises such as squats and deadlifts. With the assistance of the Rectus Abdominis and Obliques, the Tranverse Abdominis hold the abdomen flat.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSh_cBIAFikmyEdeJNBdEEFzis8svDtoa_-JUQ_XzPpaMbeZ1h_mXrn9tLM3w&amp;s
Obliques~28~6~Hips (Upper),Waist (Sides),Obliques~External Oblique,Internal Oblique~Quadratus LumborumRectus AbdominisTransversus Abdominis~The Obliques and the Transversus Abdominis increase the intra-abdominal pressure necessary for the support of the vertebral column in some exercises.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5xwWXM6alDNysm7kUzMgpkq22bAhCdG-ktUHMB3q0xHr_xC7rC8LtB1rSUA&amp;s
Quadratus Lumborum~29~6~Deep Low Back Lateral Flexor~Quadratus Lumborum~ObliquesPsoasErector Spinae~Activated with other muscles when pelvis elevates when standing on one leg and position of the body relative to gravity is altered (as when standing on wobble board). Initially assists in rotation to neutral position only when the waist is initially significantly rotated.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3x1voFPunVN5ZSfem7kMHG8-RUBzJo62sajL6insJq4wv6Mrluxotl_9Tkw&amp;s
Erector Spinae~30~6~Lower Back~IliocastalisLumborum,Thoracis,Cervicis,LongissimusThoracis,Cervicis,Capitis,SpinalisThoracis,Cervicis,Capitis~SpleniusQuadratus Lumborum~See erector spinatus weakness.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTS_37GCi8QCBdKBbNGPoalwN4TqejwQza9T4tik8boYt-n1PT0ZwmmYbtnnKE&amp;s
Gluteus Maximus~31~7~Butt,Hips (Rear),Glutes~Upper Fibers (Most Fibers),Lower Fibers,Gluteus MediusGluteus Minimus~~See gluteus maximus inflexibility and iliotibial tract tightness.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQI1ZGQec0Ckte2trXEsL_o8qLXnj-F4N5ShgBLIdIIAWgSkhTOBu5Mgvd6CQ&amp;s
Abductors~32~7~~~~~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTH9jeFsW1CYYByPrjNXvwDcb0yxKj_4BBkrefwHbiZl0oM1MKrnbnL-alend4&amp;s
Deep External Rotators~34~7~~~~~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7ZfL5el-KtliNWvZNCuPBrgCsb4pUCZbGu7kAABkH3Ue5lbSGEHAxSp_dzw&amp;s
Quadriceps~35~8~Thigh (Front)Quads~Rectus FemorisVastus Lateralis (Externus)Vastus IntermediusVastus Medialis (Internus)~IliopsoasPectineusSartoriusTensor Fasciae Latae~The biarticulate rectus femoris [1 ] enters passive insufficiency through the completion of knee flexion when the hips are more extended or through the completion of hip extension when the knees are more flexed. The biarticulate rectus femoris [1 ] enters active insufficiency  through the completion of knee extension when the hips are more flexed (other heads of the quadriceps [2, 3, 4 ] become more active) or through the completion of hip flexion when the knees are more extended (other hip flexors  become more active).See vastus medialis weakness  [4]. Also, see pulley-like arrangements in body.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQO1BkK5T68da5F9TPGtFy8F62NtdSfrQynOA249DtRAvQBUHXHSWeL0P0fib8&amp;s
Hamstrings~36~8~Thigh (Rear)~Biceps Femoris, Long Head,Biceps Femoris, Short Head,Semitendinosus,Semimembranosus~Gluteus MaximusGastrocnemiusSartoriusGracilis~The biarticulate hamstring muscles [1, 3, 4 ] enter passive insufficiency through the completion of knee extension when the hips are more flexed or through the completion of hip flexion when the knees are more extended. The biarticulate hamstring muscles [1, 3, 4 ] enter active insufficiency through the completion of knee flexion when the hips are more extended (short head of biceps femoris [2 ] becomes more active) or through the completion of hip extension when the knees are more flexed (gluteus maximus becomes more active).Hamstring inflexibility is common in modern society. This may be explained by the principles of detraining (aka &#34;use it or lose it&#34;). Except in some cultures, we rarely keep the hamstring limber by sitting on the ground, bending over regularly, etc. as our ancestors had. It is only relatively recently, as far as evolutionary time is concerned, we stopped performing manual labor and began regularly sitting in chairs for prolonged periods of time.Also see hamstrings weakness.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBUQDZQTozP6kz1S9Ce1YKMuA6jzRooJsZggRfgSnA7GHohk9QKgmS6og2Gg&amp;s
Hip Adductors~37~8~Inner Thigh~Adductor Brevis,Adductor Longus,Adductor MagnusAnterior (adductor part),Posterior (hamstring part or ischial fibers)~PectineusGracilis~See Adductor Magnus inflexibility.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSASANhN-CJo-LGZyWL-yLavIvdz0lawaK5htmgC8yLrdGELi2IE964A5wWdgw&amp;s
General Calves~38~9~~~~~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeaZrQEV7HfMdgQ4b7GNlu6MU9j92U3IYmmLHR9IsXsfkr9qwEnykYq3FTxg&amp;s
Gastrocnemius~39~9~Calf~Medial Head,Lateral Head~Soleus~The biarticulate gastrocnemius muscle [1, 2 ] enters passive insufficiency through the completion of ankle dorsal flexion when the knees are more extended or through the completion of knee extension when the ankles are more dorsal flexed. The biarticulate gastrocnemius muscle [1, 2 ] enters active insufficiency through the completion of knee flexion when the ankles are more plantar flexed (hamstrings become more active) or through the completion of ankle plantar flexion when the knees are more flexed (soleus becomes more active). In the seated calf raise (knees flexed to 90º), the gastrocs are virtually inactive while the load is borne almost entirely by the soleus.In moderate force, the soleus is preferentially activated in the concentric phase, whereas the gastrocnemius is preferentially activated in the eccentric phase. The gastrocnemius becomes even more activated at higher lengthening velocities (Nardone &amp; Schiepatti, 1988). During hopping, the gastrocnemius, with its greater proportion of fast twitch motor units, is preferentially activated over the soleus (Moritani et al., 1990). During stationary cycling, the gastrocnemius is also preferentially activated at higher pedaling speeds (Duchateau et al., 1986).Also see Calf Exercise Analyses and Dorsiflexion Inflexibility.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnNMQdyzArYMOSkKGhV3UcGqJcXlnxhZguce_OcNPF5TPyXtgZFXK0dv7Z2hQ&amp;s
Soleus~40~9~Calf,Soleus~Soleus~Gastrocnemius~In the seated calf raise (knees flexed approximately 90º), the gastrocnemius are virtually inactive while the load is borne almost entirely by the soleus. Also see dorsiflexion inflexibility.In moderate force, the soleus is preferentially activated in the concentric phase, whereas the gastrocnemius is preferentially activated in the eccentric phase (Nardone &amp; Schiepatti, 1988).Also see Calf Exercise Analyses.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvSopkyVrMwwcB53nGoz6CTJ7IQolrnSbSFjx7vHIVHEcr6_wn8TvHMt3gzA&amp;s
Tibialis Anterior~41~9~Shin,Tibias,Tibialis Anticus~Tibialis Anterior~~Also see Calf Exercise Analyses.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkhYUbhxIRxZnXMnoHJLYtUAMVWQLnxcuqkBb7lw86aa9cBdHm6-0fghbD5eA&amp;s
Popliteus~42~9~Knee flexor~Popliteus~Hamstrings~Assists Hamstring in knee flexion. Also assists medial hamstring in internal rotation of lower leg at knee.~https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8j_sdrxB-vi4_7x6jYpZzAujGkOA4UiLUSOU8IoDdh-2IV3JoOjBx2hMlVQ&amp;s
